etiqueta,frame,nose,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,mid_shoulder,mid_hip
subject_03,52,"[451.6504211425781, 88.36421203613281, 0.8383058309555054]","[476.73614501953125, 114.10783386230469, 0.11938789486885071]","[463.5959777832031, 113.50914764404297, 0.07679787278175354]","[481.5143737792969, 153.62127685546875, 0.2669961154460907]","[456.4286193847656, 153.62127685546875, 0.0359966941177845]","[468.37420654296875, 191.9373779296875, 0.24454857409000397]","[453.4422302246094, 187.7465362548828, 0.019294781610369682]","[478.5279846191406, 185.95050048828125, 0.03927287459373474]","[457.6231994628906, 186.54917907714844, 0.03501306101679802]","[469.56878662109375, 246.4180450439453, 0.11406673491001129]","[444.4830322265625, 244.6219940185547, 0.16640418767929077]","[474.3470153808594, 307.48431396484375, 0.15357166528701782]","[480.9170837402344, 284.1354675292969, 0.044851966202259064]","[470.16607666015625, 113.80848693847656]","[468.0755920410156, 186.24984741210938]"
subject_03,53,"[446.7158508300781, 87.755615234375, 1.302075982093811]","[473.6342468261719, 115.3204345703125, 0.1599281132221222]","[459.27777099609375, 112.32425689697266, 0.09873944520950317]","[474.83062744140625, 153.07225036621094, 0.27205055952072144]","[458.6795654296875, 154.27072143554688, 0.034711793065071106]","[461.07232666015625, 189.0263671875, 0.3293524384498596]","[449.706787109375, 173.44625854492188, 0.01821134425699711]","[473.0360412597656, 183.0340118408203, 0.06322625279426575]","[453.89410400390625, 183.0340118408203, 0.05627065524458885]","[466.4560241699219, 244.75521850585938, 0.14628329873085022]","[437.74310302734375, 239.9613800048828, 0.16400565207004547]","[474.83062744140625, 307.6749572753906, 0.13516797125339508]","[466.4560241699219, 295.6902160644531, 0.0560055747628212]","[466.45599365234375, 113.82234191894531]","[463.465087890625, 183.0340118408203]"
subject_03,54,"[441.73516845703125, 87.85026550292969, 1.0755070447921753]","[467.952392578125, 114.80330657958984, 0.1599460393190384]","[454.2479248046875, 112.40747833251953, 0.09491855651140213]","[469.1440734863281, 154.33444213867188, 0.25434187054634094]","[454.2479248046875, 156.7302703857422, 0.07398466020822525]","[449.48114013671875, 190.27182006835938, 0.3130764067173004]","[444.1185302734375, 175.29791259765625, 0.020026909187436104]","[467.952392578125, 182.48541259765625, 0.05736136808991432]","[450.6728515625, 185.48016357421875, 0.03757161647081375]","[464.9731750488281, 245.9747772216797, 0.12029917538166046]","[433.3932800292969, 241.18312072753906, 0.13068944215774536]","[473.9108581542969, 308.2662658691406, 0.16492153704166412]","[449.48114013671875, 292.09442138671875, 0.12840069830417633]","[461.10015869140625, 113.60539245605469]","[459.3126220703125, 183.9827880859375]"
subject_03,55,"[435.9132995605469, 87.11619567871094, 0.9152156114578247]","[463.402587890625, 115.25684356689453, 0.18598107993602753]","[449.6579284667969, 112.2631607055664, 0.11751323193311691]","[463.402587890625, 157.16845703125, 0.3384350836277008]","[447.267578125, 158.96466064453125, 0.08531955629587173]","[440.6940612792969, 190.69773864746094, 0.3932003676891327]","[439.4988708496094, 181.71669006347656, 0.04636241868138313]","[464.5977478027344, 181.71669006347656, 0.07059275358915329]","[450.8531188964844, 181.71669006347656, 0.044616881757974625]","[461.60980224609375, 247.57778930664062, 0.15162760019302368]","[425.1566467285156, 241.59042358398438, 0.22027209401130676]","[473.5616455078125, 308.05023193359375, 0.20546068251132965]","[432.9253234863281, 294.8780517578125, 0.16749128699302673]","[456.5302734375, 113.76000213623047]","[457.7254333496094, 181.71669006347656]"
subject_03,56,"[430.56982421875, 88.19538879394531, 1.8825618028640747]","[456.9423828125, 115.14932250976562, 0.2060483694076538]","[444.35546875, 114.55034637451172, 0.12194130569696426]","[458.740478515625, 154.08277893066406, 0.39803603291511536]","[443.1567077636719, 157.6766357421875, 0.07984252274036407]","[434.7654724121094, 188.2244110107422, 0.44197002053260803]","[431.76861572265625, 184.63055419921875, 0.057952020317316055]","[456.9423828125, 181.03671264648438, 0.08834151923656464]","[441.9579772949219, 181.63568115234375, 0.07692492753267288]","[457.541748046875, 245.7261199951172, 0.17618460953235626]","[421.5792236328125, 243.33021545410156, 0.21389055252075195]","[472.526123046875, 307.4206848144531, 0.22527140378952026]","[417.3835754394531, 299.0350036621094, 0.24325960874557495]","[450.64892578125, 114.84983825683594]","[449.4501953125, 181.33619689941406]"
subject_03,57,"[425.0014953613281, 89.06034088134766, 0.8461431264877319]","[451.29730224609375, 116.0031509399414, 0.20591896772384644]","[439.34466552734375, 114.8056869506836, 0.16263404488563538]","[452.4925842285156, 155.51925659179688, 0.6035218834877014]","[438.1493835449219, 158.51290893554688, 0.08433471620082855]","[426.7944030761719, 187.85061645507812, 0.6422335505485535]","[425.0014953613281, 187.25189208984375, 0.0799194872379303]","[453.0901794433594, 183.060791015625, 0.09796101599931717]","[437.5517578125, 183.65951538085938, 0.11342757195234299]","[455.480712890625, 247.72352600097656, 0.1926121711730957]","[416.6346740722656, 242.93368530273438, 0.1945565938949585]","[471.6167907714844, 307.5964050292969, 0.2813711166381836]","[404.08441162109375, 299.8129577636719, 0.2725050151348114]","[445.32098388671875, 115.4044189453125]","[445.32098388671875, 183.3601531982422]"
subject_03,58,"[418.7246398925781, 90.26130676269531, 1.6790845394134521]","[445.7003479003906, 117.2209243774414, 0.2560555040836334]","[434.9100646972656, 114.82450866699219, 0.1694701910018921]","[448.09820556640625, 155.56350708007812, 0.7713505625724792]","[433.71112060546875, 159.15811157226562, 0.1199626624584198]","[421.1224670410156, 188.51416015625, 0.6043264865875244]","[418.7246398925781, 187.31594848632812, 0.11393564194440842]","[447.49871826171875, 183.72132873535156, 0.13434998691082]","[433.1116943359375, 184.32041931152344, 0.1341695338487625]","[452.2944030761719, 248.42442321777344, 0.1942073255777359]","[411.5310974121094, 243.631591796875, 0.28171589970588684]","[471.4771423339844, 308.3346862792969, 0.3054385483264923]","[392.94781494140625, 296.9517517089844, 0.2166297882795334]","[440.3052062988281, 116.02272033691406]","[440.3052062988281, 184.0208740234375]"
subject_03,59,"[412.7018127441406, 90.4900131225586, 1.4243966341018677]","[439.0120544433594, 115.68302154541016, 0.3100968599319458]","[429.4446716308594, 115.68302154541016, 0.20972447097301483]","[443.19775390625, 156.4716796875, 0.876355767250061]","[428.84674072265625, 157.07150268554688, 0.14149697124958038]","[416.88751220703125, 188.8626708984375, 0.7693729400634766]","[416.28955078125, 185.863525390625, 0.12781767547130585]","[440.8059387207031, 184.66384887695312, 0.13113081455230713]","[425.85693359375, 185.263671875, 0.13208989799022675]","[448.57940673828125, 250.04568481445312, 0.21912842988967896]","[407.32012939453125, 245.24700927734375, 0.30972960591316223]","[471.89984130859375, 307.02984619140625, 0.35493895411491394]","[381.6078796386719, 301.63134765625, 0.2387167066335678]","[434.2283630371094, 115.68302154541016]","[433.3314208984375, 184.96376037597656]"
subject_03,60,"[407.8686218261719, 91.85318756103516, 1.8609962463378906]","[433.6197814941406, 117.64098358154297, 0.33018240332603455]","[422.84027099609375, 116.4415512084961, 0.20249348878860474]","[436.61407470703125, 157.82196044921875, 0.8989677429199219]","[421.6424865722656, 159.02139282226562, 0.1296154409646988]","[411.4618225097656, 190.80633544921875, 0.9404186606407166]","[410.86297607421875, 189.60693359375, 0.18490538001060486]","[435.4163818359375, 184.8092041015625, 0.16961103677749634]","[421.04364013671875, 185.40890502929688, 0.16973626613616943]","[443.8004455566406, 248.3791046142578, 0.2287149578332901]","[403.07769775390625, 245.38052368164062, 0.2832154631614685]","[470.74932861328125, 304.1527099609375, 0.35824891924858093]","[375.5299987792969, 302.9532775878906, 0.3012852966785431]","[428.23004150390625, 117.04126739501953]","[428.2300109863281, 185.1090545654297]"
subject_03,61,"[402.059326171875, 91.18933868408203, 2.0229268074035645]","[427.17718505859375, 118.1536865234375, 0.38622066378593445]","[417.6084899902344, 116.95526885986328, 0.16042202711105347]","[429.5693664550781, 159.4990234375, 0.673672080039978]","[415.21630859375, 160.09823608398438, 0.1437501162290573]","[407.44171142578125, 193.6538543701172, 0.9500650763511658]","[408.0397644042969, 188.8601837158203, 0.11581391841173172]","[429.5693664550781, 185.86416625976562, 0.13746795058250427]","[418.20654296875, 185.26495361328125, 0.10463882237672806]","[439.7361145019531, 251.77700805664062, 0.24332880973815918]","[397.2749938964844, 247.58255004882812, 0.35397976636886597]","[469.6383056640625, 303.3088684082031, 0.4363458752632141]","[372.75518798828125, 307.5032958984375, 0.4057762026786804]","[422.392822265625, 117.55447387695312]","[423.887939453125, 185.56455993652344]"
subject_03,62,"[394.8919372558594, 91.83707427978516, 3.7590341567993164]","[420.0450134277344, 118.81903076171875, 0.36928242444992065]","[411.66064453125, 116.42063903808594, 0.17260803282260895]","[424.2371826171875, 158.392578125, 0.6697765588760376]","[409.864013671875, 158.99217224121094, 0.11350073665380478]","[404.47406005859375, 195.5677032470703, 0.8698631525039673]","[409.2651062011719, 162.58975219726562, 0.04254364222288132]","[423.0393981933594, 185.97412109375, 0.15956106781959534]","[409.864013671875, 185.97412109375, 0.11592397093772888]","[434.418212890625, 251.33042907714844, 0.29603683948516846]","[391.2986145019531, 249.53163146972656, 0.32846152782440186]","[467.3567199707031, 301.6967468261719, 0.34745046496391296]","[369.1399841308594, 310.09112548828125, 0.4116911292076111]","[415.85284423828125, 117.61983489990234]","[416.45172119140625, 185.97412109375]"
subject_03,63,"[389.03167724609375, 91.66754150390625, 1.5076611042022705]","[413.56304931640625, 118.06543731689453, 0.306998610496521]","[405.7848205566406, 116.26558685302734, 0.17556864023208618]","[417.75128173828125, 158.26223754882812, 0.793336033821106]","[400.39984130859375, 159.462158203125, 0.10488748550415039]","[400.9981994628906, 199.0590057373047, 0.778009831905365]","[380.6551208496094, 185.26010131835938, 0.03926274925470352]","[415.9563293457031, 187.65989685058594, 0.11184219270944595]","[398.6048889160156, 187.05996704101562, 0.07654594630002975]","[425.529541015625, 251.8547821044922, 0.3440171480178833]","[383.0484313964844, 250.054931640625, 0.26944050192832947]","[462.625732421875, 299.2510070800781, 0.3142823278903961]","[366.2952880859375, 312.4499816894531, 0.3276910185813904]","[409.6739501953125, 117.16551208496094]","[407.2806091308594, 187.35992431640625]"
subject_04,1,"[639.5785522460938, 192.8014678955078, 0.03271186724305153]","[639.5785522460938, 192.8014678955078, 0.04847542941570282]","[639.5785522460938, 192.8014678955078, 0.06778518855571747]","[638.3795776367188, 210.1482696533203, 0.11463367193937302]","[637.7801513671875, 210.1482696533203, 0.19649958610534668]","[623.3926391601562, 234.07492065429688, 0.16760128736495972]","[624.5916137695312, 232.8785858154297, 0.16998861730098724]","[639.5785522460938, 354.3062744140625, 0.023462601006031036]","[639.5785522460938, 230.4859161376953, 0.027493484318256378]","[639.5785522460938, 302.2658386230469, 0.03643360733985901]","[639.5785522460938, 295.6860046386719, 0.044667698442935944]","[631.1858520507812, 328.5851135253906, 0.054397691041231155]","[631.1858520507812, 328.5851135253906, 0.04544985666871071]","[639.5785522460938, 192.8014678955078]","[639.5785522460938, 292.3960876464844]"
subject_04,2,"[636.13427734375, 208.326171875, 0.045720357447862625]","[639.70263671875, 202.3847198486328, 0.050270505249500275]","[639.70263671875, 201.79058837890625, 0.036955174058675766]","[638.5131225585938, 208.326171875, 0.08646424859762192]","[637.91845703125, 208.326171875, 0.10620139539241791]","[621.860595703125, 237.43922424316406, 0.0363457016646862]","[621.860595703125, 237.43922424316406, 0.03828335925936699]","[615.3184204101562, 250.51039123535156, 0.025373317301273346]","[639.70263671875, 193.47256469726562, 0.03350240737199783]","[639.70263671875, 205.35545349121094, 0.07482540607452393]","[639.70263671875, 204.7613067626953, 0.06534940004348755]","[623.050048828125, 236.84507751464844, 0.025858255103230476]","[621.860595703125, 237.43922424316406, 0.0188387930393219]","[639.70263671875, 202.087646484375]","[627.510498046875, 221.99148559570312]"
subject_04,3,"[635.40673828125, 272.9783630371094, 0.046658821403980255]","[638.3604125976562, 196.24716186523438, 0.0801026001572609]","[638.3604125976562, 196.24716186523438, 0.04574565589427948]","[635.9974975585938, 210.63426208496094, 0.061797432601451874]","[634.8159790039062, 210.03480529785156, 0.1295020431280136]","[620.0478515625, 235.21221923828125, 0.12688463926315308]","[621.8200073242188, 232.81436157226562, 0.18643289804458618]","[638.3604125976562, 227.41920471191406, 0.06600362062454224]","[638.3604125976562, 228.01866149902344, 0.05534414201974869]","[638.3604125976562, 273.57781982421875, 0.12117510288953781]","[638.3604125976562, 273.57781982421875, 0.08489909768104553]","[628.9087524414062, 331.1261901855469, 0.058751948177814484]","[628.3179931640625, 331.7256774902344, 0.049052294343709946]","[638.3604125976562, 196.24716186523438]","[638.3604125976562, 227.71893310546875]"
subject_04,4,"[636.1604614257812, 152.4427032470703, 0.12582282721996307]","[639.7046508789062, 171.01809692382812, 0.0753464549779892]","[637.3418579101562, 171.6173095703125, 0.07182422280311584]","[632.6162719726562, 211.16493225097656, 0.07664120197296143]","[632.025634765625, 208.16888427734375, 0.12197615951299667]","[617.8488159179688, 233.93475341796875, 0.18990349769592285]","[618.4395751953125, 233.33555603027344, 0.21115103363990784]","[637.3418579101562, 230.938720703125, 0.05089239031076431]","[637.3418579101562, 230.33950805664062, 0.05535104125738144]","[637.9326171875, 283.66888427734375, 0.07267054915428162]","[636.751220703125, 283.66888427734375, 0.0740642100572586]","[628.4814453125, 332.20458984375, 0.0702730342745781]","[628.4814453125, 331.00616455078125, 0.047447994351387024]","[638.5232543945312, 171.3177032470703]","[637.3418579101562, 230.6391143798828]"
subject_04,5,"[620.6661376953125, 150.3838348388672, 0.449986070394516]","[639.21533203125, 177.3717498779297, 0.16768284142017365]","[633.8300170898438, 177.3717498779297, 0.039000894874334335]","[636.2235107421875, 180.9701385498047, 0.08202172070741653]","[617.075927734375, 211.5564422607422, 0.08841641992330551]","[639.21533203125, 237.94461059570312, 0.13563308119773865]","[609.8956298828125, 230.1481170654297, 0.15460646152496338]","[635.6251831054688, 239.1440887451172, 0.05218695476651192]","[624.8546752929688, 236.14541625976562, 0.0278982724994421]","[632.6333618164062, 283.5242004394531, 0.06877217441797256]","[617.075927734375, 280.5255432128906, 0.16643455624580383]","[629.6415405273438, 330.9029846191406, 0.10146083682775497]","[635.6251831054688, 307.5134582519531, 0.045061904937028885]","[636.522705078125, 177.3717498779297]","[630.2399291992188, 237.64474487304688]"
subject_04,6,"[616.3388671875, 150.02035522460938, 0.3852827847003937]","[636.6416015625, 175.1616973876953, 0.11878401786088943]","[632.4615478515625, 174.5631103515625, 0.06191821023821831]","[639.0300903320312, 206.28912353515625, 0.1740603893995285]","[613.3532104492188, 209.8807373046875, 0.045773740857839584]","[634.2530517578125, 236.8179168701172, 0.13143174350261688]","[607.97900390625, 229.63465881347656, 0.13321895897388458]","[630.0730590820312, 232.62767028808594, 0.04172878712415695]","[618.13037109375, 228.4374542236328, 0.0375201478600502]","[630.670166015625, 281.1145935058594, 0.10261941701173782]","[610.3675537109375, 279.31878662109375, 0.24291323125362396]","[629.4758911132812, 334.98895263671875, 0.11464450508356094]","[633.0587158203125, 311.6434020996094, 0.07732605934143066]","[634.5515747070312, 174.86239624023438]","[624.1016845703125, 230.53256225585938]"
